epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.2076378773663101,0.5719834607192081,1.100058967590332,0.669
2,0.6721393611329254,0.7729607818569102,1.1088779792785644,0.684
3,0.4276524372282161,0.8534018293446937,1.0501729962825774,0.701
4,0.221588130254761,0.9251973436912667,1.246278708577156,0.72
5,0.11143979564068267,0.9657937601804285,1.5661797168254852,0.697
6,0.04992506422952906,0.9853401829344693,1.637565747976303,0.701
7,0.03463522581865059,0.9907279789500063,1.732539314389229,0.718
8,0.03287557995208462,0.9894750031324395,2.1860764432251454,0.713
9,0.04300968784849651,0.985841373261496,2.1113766441345216,0.711
10,0.055307224013173645,0.9829595288810926,1.9392377352714538,0.692
11,0.04482275154943373,0.9875955394060895,2.099822149157524,0.704
12,0.02284258682607051,0.9928580378398697,2.317614541530609,0.71
13,0.012436220689087755,0.9971181556195965,2.2691360211372373,0.717
14,0.018223759749994246,0.9949880967297331,2.3820800199508665,0.715
15,0.04735899810596872,0.9859666708432527,2.480104404807091,0.687
