epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.7243961514633201,0.3837864929206866,1.5085315303802491,0.501
2,1.4232734612184215,0.5023180052624985,1.3773520984649659,0.546
3,1.2727908989254237,0.5649667961408344,1.2996754455566406,0.587
4,1.2051290551637173,0.5726099486279915,1.363459246635437,0.538
5,1.1451121129841453,0.5991730359604059,1.162869426727295,0.621
6,1.099815510789369,0.6185941611326902,1.3204942474365233,0.573
7,1.0748295960174201,0.6326274902894374,1.3464743537902832,0.566
8,1.0553038908177308,0.6326274902894374,1.1198335819244385,0.66
9,1.016504333829121,0.6456584387921314,1.0389452323913575,0.665
10,0.9950211390473911,0.6549304598421251,1.08972993516922,0.669
11,0.9762340679068326,0.6638265881468488,1.2014774551391603,0.61
12,0.9617752742310273,0.6657060518731989,1.0654033222198487,0.672
13,0.9481535631976111,0.6761057511590026,0.9687626104354858,0.704
14,0.9229017001407634,0.6784864052123794,1.1071631660461425,0.672
15,0.905129342625246,0.6839994988096729,1.0653518314361572,0.659
16,0.8941502269834015,0.6917679488785866,0.9699860138893127,0.726
17,0.8820260230079807,0.6937727101866934,1.2279494571685792,0.577
18,0.8937655034451807,0.69239443678737,1.0554628748893737,0.687
19,0.867238687723595,0.7014158626738504,1.176064190864563,0.61
20,0.8590623483280239,0.7049241949630373,0.9590794644355773,0.711
21,0.8334474063968168,0.7159503821576244,1.0023039503097535,0.673
22,0.844750062413509,0.7110637764691141,0.966259482383728,0.711
23,0.8236637862609033,0.716075679739381,1.0030637066364287,0.713
24,0.8074205930542787,0.7190828217015411,1.0088191022872925,0.687
25,0.7864189252953768,0.730610199223155,1.052603844165802,0.63
26,0.8013158444996212,0.7213381781731613,1.0497583122253418,0.704
27,0.7752107505047924,0.7334920436035585,0.9603305993080139,0.711
28,0.7839345910124664,0.7271018669339682,0.988193915605545,0.704
29,0.7629519108617057,0.7417616839994988,0.9551815571784973,0.717
30,0.7791338869390475,0.7338679363488285,1.0169335765838623,0.673
31,0.7556300125255305,0.7425134694900388,0.9715261268615722,0.702
32,0.7571130055052463,0.7395063275278787,0.9112936019897461,0.731
33,0.7549767411303332,0.7442676356346323,1.017293285369873,0.704
34,0.7359280298413706,0.7512843002130059,1.007824935913086,0.708
35,0.731212200369845,0.7413857912542288,0.9933866288661957,0.685
36,0.7187929817226474,0.7544167397569227,1.5356314787864684,0.551
37,0.7207020586138305,0.7504072171407092,0.9389882354736329,0.733
38,0.7130632359436947,0.7566720962285428,0.9787043070793152,0.693
39,0.7060855053941224,0.7599298333542163,0.9206817855834961,0.717
40,0.6887716315411309,0.7675729858413732,0.9446465535163879,0.721
41,0.6981127601774575,0.7651923317879965,0.9364107794761658,0.714
42,0.6873855025244602,0.7630622728981331,0.8980943007469178,0.743
43,0.6746524480810859,0.7694524495677233,0.9814288425445556,0.717
44,0.6699702193034709,0.7693271519859667,0.8366711812019348,0.766
45,0.6572975441860146,0.775717328655557,1.0222882499694825,0.7
46,0.6576384991097459,0.7765944117278537,1.0040344901084899,0.704
47,0.6555327125292286,0.7694524495677233,0.939630693435669,0.723
48,0.6495862561439665,0.7802280415987971,1.1863476169109344,0.66
49,0.6667405567272551,0.7724595915298835,1.1857647218704224,0.64
50,0.6442277585186018,0.7811051246710938,1.0014482407569885,0.698
51,0.6296088729133553,0.7803533391805538,0.9493236894607544,0.729
52,0.620101421485194,0.7857411351960907,0.9174001152515412,0.726
53,0.615762619383128,0.7888735747400075,0.9254932637214661,0.745
54,0.6280982778225009,0.7887482771582508,0.9202129397392272,0.741
55,0.607317308833793,0.7926325021927076,0.9205787863731384,0.729
56,0.6060122872127833,0.7902518481393309,0.9379850232601166,0.736
57,0.6010929924505812,0.7985214885352713,0.8507893452644348,0.746
58,0.6020208106066646,0.7931336925197344,0.859887719631195,0.744
59,0.593860039823322,0.7990226788622979,0.8896173086166382,0.746
60,0.5699819153583882,0.8067911289312116,0.9058074607849121,0.709
61,0.5863949153345938,0.8056634506954016,1.0335925176143645,0.712
62,0.5848210909218436,0.799398571607568,1.059249164581299,0.709
63,0.5634887630801171,0.8064152361859416,0.8584219210147858,0.744
64,0.5718225125023154,0.8090464854028317,1.0521129055023193,0.704
65,0.5659249923892703,0.8091717829845884,0.928806158542633,0.726
66,0.5637021602925285,0.8092970805663451,0.8654166016578674,0.748
67,0.5644913945426888,0.807417616839995,1.0094812409877778,0.727
68,0.5606925732479137,0.8072923192582383,0.9715858101844788,0.722
69,0.5498131071695214,0.8111765442926951,0.9030035300254822,0.723
