epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.9525367699235832,0.2636261120160381,1.8035160703659057,0.369
2,1.6526180090215359,0.38554065906528007,1.6938601388931274,0.44
3,1.5574114032891622,0.43490790627740883,1.6014829998016358,0.484
4,1.4680429918248319,0.4697406340057637,1.570455114364624,0.499
5,1.4215699596641627,0.4915424132314246,1.4970625743865966,0.521
6,1.388239471061892,0.49918556571858164,1.4441509685516358,0.553
7,1.3563339419120566,0.5128430021300588,1.4238296184539796,0.55
8,1.3238253283210901,0.5224909159253226,1.395725025177002,0.582
9,1.298331131419507,0.5382784112266633,1.351597131729126,0.569
10,1.2795236646613746,0.5461721588773336,1.3461817016601563,0.563
11,1.2673869429338458,0.552186442801654,1.318203547477722,0.573
12,1.2457989813644865,0.5588272146347576,1.3104808025360108,0.585
13,1.2230395068651512,0.5692269139205614,1.3265129804611206,0.596
14,1.2185947407070161,0.569728104247588,1.302874587059021,0.608
15,1.1962889313862117,0.583886730986092,1.300011743068695,0.583
16,1.1726083218819843,0.5882721463475755,1.340864426612854,0.615
17,1.1618739970419554,0.5946623230171658,1.3115744018554687,0.59
18,1.1526999977907282,0.6018042851772961,1.2642849521636963,0.627
19,1.1383244955753298,0.6051873198847262,1.2386430826187134,0.625
20,1.1272610877558278,0.6117027941360732,1.21240026140213,0.645
21,1.115571837297673,0.61633880466107,1.2020274105072022,0.644
22,1.1041666430095252,0.6231048740759303,1.1476989216804505,0.656
23,1.0833958323446078,0.6273649918556572,1.287509036064148,0.624
24,1.0723360319690827,0.6333792757799774,1.1848272466659546,0.65
25,1.068887372107124,0.6331286806164641,1.1904152288436889,0.633
26,1.0459406998219936,0.6403959403583511,1.1373837184906006,0.66
27,1.04050582863158,0.6431524871569979,1.1673381872177124,0.65
28,1.0136751458095496,0.654178674351585,1.2198994512557984,0.642
29,1.015600212443937,0.6522992106252349,1.1560625381469727,0.652
30,1.0097427696023216,0.6561834356596917,1.146582938194275,0.649
31,1.0022156163200582,0.6583134945495552,1.0731439123153685,0.671
32,0.9937695144576367,0.6632001002380654,1.1023037996292113,0.651
33,0.9769401629382455,0.6678361107630623,1.1589542217254638,0.639
34,0.9710708781003264,0.6662072422002255,1.138360966205597,0.664
35,0.9583103467745674,0.6732239067785992,1.2406841201782226,0.635
36,0.9409686872242478,0.6801152737752162,1.1061309213638306,0.645
37,0.9396474967174939,0.6808670592657562,1.1190149583816529,0.679
38,0.9347419391492752,0.6821200350833229,1.0701381664276124,0.685
39,0.9286780686265558,0.684751284300213,1.081526050567627,0.702
40,0.9073706541185674,0.6946497932589901,1.0450918865203858,0.682
41,0.8979451262761202,0.6967798521488535,1.113813967704773,0.67
42,0.9018784641039549,0.6942739005137201,1.0968730411529541,0.675
43,0.8827386938185788,0.7024182433279038,1.046659345149994,0.698
44,0.8797244533099203,0.7027941360731738,1.0614845991134643,0.697
45,0.8628807970940089,0.7094349079062774,1.0585631957054138,0.698
46,0.8525922942648494,0.715323894248841,1.0592575783729554,0.697
47,0.8454696305965275,0.7165768700664077,1.0684659829139709,0.694
48,0.8438635854221588,0.7093096103245208,1.102744688987732,0.696
49,0.8496875748600283,0.7103119909785741,1.0382645411491394,0.707
50,0.8262974452351048,0.7184563337927578,1.0665031909942626,0.671
51,0.8352098085425907,0.7183310362110011,1.0736403474807739,0.668
52,0.817976434821399,0.7193334168650545,1.1006714215278626,0.708
53,0.8040276824972442,0.7260994862799148,1.0007468066215515,0.704
54,0.8104308778264889,0.7250971056258614,1.0565853719711304,0.7
55,0.8050764523387747,0.7281042475880215,1.0333726081848145,0.718
56,0.7853293760783868,0.7343691266758552,1.0478320503234864,0.714
57,0.7854839273262944,0.7332414484400451,1.0349144802093506,0.698
58,0.7789535101770593,0.737125673474502,1.0704519109725952,0.709
59,0.7860953862125482,0.7332414484400451,0.9987121286392212,0.716
60,0.7811478713657783,0.7294825209873449,1.0606102910041808,0.698
61,0.7724635495964469,0.7338679363488285,0.9808787574768066,0.703
62,0.7586439293946349,0.7465229921062524,1.0291814904212953,0.694
63,0.7651417983637285,0.7410098985089588,1.0648711767196655,0.704
64,0.7453199161307403,0.7500313243954392,1.0023939123153687,0.696
65,0.7447440210268202,0.7497807292319258,1.0170804414749146,0.714
66,0.7371465921431851,0.7510337050494925,1.0697752966880798,0.726
67,0.7363073511270634,0.7501566219771958,0.9970087270736694,0.701
